name, genre, timeCinema, contentRating, company, duration, synopsis, rating, box-office
Darling Companion,"['Comedy', 'Drama']",2012-04-19T17:00:00-07:00,PG13,Sony Pictures Classics,P103M,"
    Beth (Diane Keaton) saves a bedraggled lost dog from the side of the freeway on a wintry day in Denver. Struggling with her distracted, self-involved husband Joseph (Kevin Kline) and an empty nest at home, Beth forms a special bond with the rescued animal. When Joseph loses the dog after their daughter's (Elisabeth Moss) wedding at their vacation home in the Rockies, Beth, distraught and angry with Joseph, enlists the help of the few remaining guests (Dianne Wiest, Richard Jenkins, Mark Duplass) and a mysterious woman (Ayelet Zurer) in a frantic search. -- (C) Sony Classics",21,"$793,352"
Deadfall,"['Drama', 'Mystery & Suspense']",2012-12-06T16:00:00-08:00,R,Magnolia Pictures,P94M,"
    Siblings Addison (Eric Bana) and Liza (Olivia Wilde) are on the run from a casino heist gone wrong. When a car accident leaves their wheel man and a state trooper dead, they split up and make a run for the Canadian border in the worst of circumstances - a near whiteout blizzard. While Addison heads cross-country, creating mayhem in his wake, Liza is picked up by ex-boxer Jay (Charlie Hunnam), en-route for a Thanksgiving homecoming with his parents, June (Sissy Spacek) and retired sheriff Chet (Kris Kristofferson). It's there the siblings are reunited in a terse and thrilling showdown that pushes the bonds of family to the limit. -- (C) Magnolia",34,"$38,734"
Detention Of The Dead,"['Comedy', 'Horror']",2013-06-27T17:00:00-07:00,NR,Anchor Bay,P87M,"
    Comedy and Horror unite in this ""The Breakfast Club"" meets ""Shaun of the Dead"" tale about a group of oddball high school students who find themselves trapped in detention with their classmates having turned into a horde of Zombies. Can they put their differences aside and work together to survive the night? Fat chance! This is High School after all. (c) Official Facebook",50,"$1,332"
Detention Of The Dead,"['Comedy', 'Horror']",2013-06-27T17:00:00-07:00,NR,Anchor Bay,P87M,"
    Comedy and Horror unite in this ""The Breakfast Club"" meets ""Shaun of the Dead"" tale about a group of oddball high school students who find themselves trapped in detention with their classmates having turned into a horde of Zombies. Can they put their differences aside and work together to survive the night? Fat chance! This is High School after all. (c) Official Facebook",50,"$1,332"
Detachment,['Drama'],2012-03-15T17:00:00-07:00,NR,Tribeca Films,P100M,"
    In Director Tony Kaye's Detachment, Adrien Brody stars as Henry Barthes, an educator with a true talent to connect with his students. Yet Henry has chosen to bury his gift. By spending his days as a substitute teacher, he conveniently avoids any emotional connections by never staying anywhere long enough to form an attachment to either students or colleagues. When a new assignment places him at a public school where a frustrated, burned-out administration has created an apathetic student body, Henry soon becomes a role model to the disaffected youth. In finding an unlikely emotional connection to the students, teachers, and a runaway teen he takes in from the streets, Henry realizes that he's not alone in his life and death struggle to find beauty in a seemingly vicious and loveless world. -- (C) Tribeca Film",57,"$48,868"
Diary of a Wimpy Kid: Dog Days,"['Comedy', 'Kids & Family']",2012-08-02T17:00:00-07:00,PG,20th Century Fox,P94M,"
    During his summer vacation, ""Wimpy Kid"" Greg Heffley, the hero of the phenomenally successful book series, hatches a plan to pretend he has a job at a ritzy country club - which fails to keep him away from the season's dog days, including embarrassing mishaps at a public pool and a camping trip that goes horribly wrong. -- (C) 20th Century Fox",51,"$49,002,815"
The Devil Inside,['Horror'],2012-01-05T16:00:00-08:00,R,Paramount Pictures,P83M,"
    In 1989, emergency responders received a 9-1-1 call from Maria Rossi (Suzan Crowley) confessing that she had brutally killed three people. 20 years later, her daughter Isabella (Fernanda Andrade) seeks to understand the truth about what happened that night. She travels to the Centrino Hospital for the Criminally Insane in Italy where her mother has been locked away to determine if her mother is mentally ill or demonically possessed. When she recruits two young exorcists (Simon Quarterman and Evan Helmuth) to cure her mom using unconventional methods combining both science and religion, they come face-to-face with pure evil in the form of four powerful demons possessing Maria. Many have been possessed by one; only one has been possessed by many. -- (C) Paramount Insurge",6,"$53,245,055"
The Devil Inside,['Horror'],2012-01-05T16:00:00-08:00,R,Paramount Pictures,P83M,"
    In 1989, emergency responders received a 9-1-1 call from Maria Rossi (Suzan Crowley) confessing that she had brutally killed three people. 20 years later, her daughter Isabella (Fernanda Andrade) seeks to understand the truth about what happened that night. She travels to the Centrino Hospital for the Criminally Insane in Italy where her mother has been locked away to determine if her mother is mentally ill or demonically possessed. When she recruits two young exorcists (Simon Quarterman and Evan Helmuth) to cure her mom using unconventional methods combining both science and religion, they come face-to-face with pure evil in the form of four powerful demons possessing Maria. Many have been possessed by one; only one has been possessed by many. -- (C) Paramount Insurge",6,"$53,245,055"
The Dictator,['Comedy'],2012-05-15T17:00:00-07:00,R,Paramount Pictures,P83M,"
    The heroic story of a North African dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed. -- (C) Paramount",57,"$57,700,000"
Django Unchained,"['Drama', 'Western']",2012-12-24T16:00:00-08:00,R,The Weinstein Co.,P165M,"
    Set in the South two years before the Civil War, Django Unchained stars Jamie Foxx as Django, a slave whose brutal history with his former owners lands him face-to-face with German-born bounty hunter Dr. King Schultz (Christoph Waltz). Schultz is on the trail of the murderous Brittle brothers, and only Django can lead him to his bounty. Honing vital hunting skills, Django remains focused on one goal: finding and rescuing Broomhilda (Kerry Washington), the wife he lost to the slave trade long ago. Django and Schultz's search ultimately leads them to Calvin Candie (Leonardo DiCaprio), the proprietor of ""Candyland,"" an infamous plantation. Exploring the compound under false pretenses, Django and Schultz arouse the suspicion of Stephen (Samuel L. Jackson), Candie's trusted house slave. -- (C) Weinstein",87,"$162,804,648"
Django Unchained,"['Drama', 'Western']",2012-12-24T16:00:00-08:00,R,The Weinstein Co.,P165M,"
    Set in the South two years before the Civil War, Django Unchained stars Jamie Foxx as Django, a slave whose brutal history with his former owners lands him face-to-face with German-born bounty hunter Dr. King Schultz (Christoph Waltz). Schultz is on the trail of the murderous Brittle brothers, and only Django can lead him to his bounty. Honing vital hunting skills, Django remains focused on one goal: finding and rescuing Broomhilda (Kerry Washington), the wife he lost to the slave trade long ago. Django and Schultz's search ultimately leads them to Calvin Candie (Leonardo DiCaprio), the proprietor of ""Candyland,"" an infamous plantation. Exploring the compound under false pretenses, Django and Schultz arouse the suspicion of Stephen (Samuel L. Jackson), Candie's trusted house slave. -- (C) Weinstein",87,"$162,804,648"
The End of Love,['Drama'],2013-02-28T16:00:00-08:00,PG,Variance Films,P90M,"
    THE END OF LOVE tells the story of struggling actor, Mark (played by writer/director Mark Webber), who is forced to grapple with his inability to grow up when the mother of his two-year-old son Isaac suddenly passes away. As he kindles a relationship with a young single mother (Shannyn Sossamon, 40 Days and 40 Nights), he begins to realize that he can no longer remain in denial about the real-life consequences his choices have on Isaac (played by Isaac Love, Webber's real-life son). The End of Love is an intimate and stunningly honest portrait of a young father in transition between the life he's been working for and the one that's waiting for him.(c) Official Site",59,"$8,326"
End of Watch,['Drama'],2012-09-20T17:00:00-07:00,R,Open Road Films,P109M,"
    From the writer of Training Day, End of Watch is a riveting action thriller that puts audiences at the center of the chase like never before. Jake Gyllenhaal and Michael Peña star as young LA police officers who discover a secret that makes them the target of the country's most dangerous drug cartel. -- (C) Open Road",85,"$39,100,000"
The Expendables,"['Action & Adventure', 'Mystery & Suspense']",2010-08-12T17:00:00-07:00,R,Lionsgate Films,P103M,"
    An all-star cast of action-movie icons headline Sylvester Stallone's explosive action thriller about a group of hard-nosed mercenaries who are double-crossed during a treacherous mission. Approached by the shadowy Church (Bruce Willis) to overthrow tyrannical South American dictator General Gaza (David Zayas) and restore order to the troubled island country of Vilena, stoic soldier of fortune Barney Ross (Stallone) rounds up an unstoppable team that includes former SAS soldier and blade specialist Lee Christmas (Jason Statham); martial arts expert Yin (Jet Li); trigger-happy Hale Caesar (Terry Crews); and cerebral demolitions expert Toll Road (Randy Couture). Traveling to Vilena on a reconnaissance mission with his old pal Christmas, Barney meets their local contact, a cagey guerrilla fighter named Sandra (Giselle Itie), and together the trio scopes out the landscape.. It isn't long before Barney and Christmas have discovered that their actual target is not General Gaza but James Monroe (Eric Roberts), a former CIA operative who has recently gone rogue. Monroe won't be easy to get to either, because his hulking bodyguard Paine (Steve Austin) is a force to be reckoned with. When their mission is compromised, Barney and Christmas are forced to flee, leaving Sandra behind to face almost certain death. But Barney isn't the kind of soldier to abandon a mission, or a hostage, and now in order to get the job done he'll need the help of his old crew. ~ Jason Buchanan, Rovi",42,"$102,981,571"
The Expendables 2,['Action & Adventure'],2012-08-16T17:00:00-07:00,R,Lionsgate,P102M,"
    The Expendables are back and this time it's personal... Barney Ross (Sylvester Stallone), Lee Christmas (Jason Statham), Yin Yang (Jet Li), Gunnar Jensen (Dolph Lundgren),Toll Road (Randy Couture) and Hale Caesar (Terry Crews) -- with newest members Billy the Kid (Liam Hemsworth) and Maggie (Yu Nan) aboard -- are reunited when Mr. Church (Bruce Willis) enlists the Expendables to take on a seemingly simple job. The task looks like an easy paycheck for Barney and his band of old-school mercenaries. But when things go wrong and one of their own is viciously killed, the Expendables are compelled to seek revenge in hostile territory where the odds are stacked against them. -- (C) Lionsgate",66,"$85,017,401"
Filly Brown,['Drama'],2013-04-18T17:00:00-07:00,R,Indomina Media Inc.,P100M,"
    FILLY BROWN is an inspiring and gritty portrait of a young artist's striving to find her voice and seize her dreams without compromise. Majo Tonorio, a.k.a. ""Filly Brown,"" is a raw, young Los Angeles hip-hop artist who spits rhymes from the heart. With an incarcerated mother, and a father struggling to provide for his daughters, a record contract could be the ticket out for her family. But when a record producer offers Majo a crack at stardom, she is suddenly faced with losing who she is as an artist and the friends who helped her reach the cusp of success. Directed by Youssef Delara and Michael Olmos, fused with a fierce hip-hop score, and propelled by an exceptional cast which features Lou Diamond Philips, Edward James Olmos, and the legendary Jenni Rivera in her final on-screen performance, FILLY BROWN heralds the arrival of Gina Rodriguez in the electrifying title role. (c) Official Site",45,"$2,818,020"
Filly Brown,['Drama'],2013-04-18T17:00:00-07:00,R,Indomina Media Inc.,P100M,"
    FILLY BROWN is an inspiring and gritty portrait of a young artist's striving to find her voice and seize her dreams without compromise. Majo Tonorio, a.k.a. ""Filly Brown,"" is a raw, young Los Angeles hip-hop artist who spits rhymes from the heart. With an incarcerated mother, and a father struggling to provide for his daughters, a record contract could be the ticket out for her family. But when a record producer offers Majo a crack at stardom, she is suddenly faced with losing who she is as an artist and the friends who helped her reach the cusp of success. Directed by Youssef Delara and Michael Olmos, fused with a fierce hip-hop score, and propelled by an exceptional cast which features Lou Diamond Philips, Edward James Olmos, and the legendary Jenni Rivera in her final on-screen performance, FILLY BROWN heralds the arrival of Gina Rodriguez in the electrifying title role. (c) Official Site",45,"$2,818,020"
The First Time,['Drama'],2012-10-18T17:00:00-07:00,PG13,Samuel Goldwyn Films,P95M,"
    Dave, a high school senior, spends most of his time pining away over a girl he can't have. Aubrey, a junior with artistic aspirations, has a hot boyfriend who doesn't quite understand her or seem to care. Although they go to different schools, Dave and Aubrey find themselves at the same party. When both head outside to get some air, they meet. A casual conversation sparks an instant connection, and, over the course of a weekend, things turn magical, romantic, complicated, and funny as Aubrey and Dave discover what it's like to fall in love for the first time. -- (C) Official Site",50,"$17,061"
"For a Good Time, Call...","['Comedy', 'Drama']",2012-08-30T17:00:00-07:00,R,Focus Features,P85M,"
    The reserved Lauren and the irrepressible Katie are polar opposites... and past enemies. But when both come up short on the funds needed to afford their dream New York City apartment a mutual friend re-introduces them and they reluctantly agree to room together. These apartment-mates have nothing in common - until Lauren discovers that Katie is working as a phone-sex operator, and recognizes a good business opportunity. But as their business partnership takes off, their newfound friendship finds unexpected challenges that may leave them both, as they say, hanging on the telephone. -- (C) Focus",56,"$1,200,000"
Flight,"['Drama', 'Mystery & Suspense']",2012-11-01T17:00:00-07:00,R,Paramount Pictures,P138M,"
    In this action-packed mystery thriller, Academy Award winner, Denzel Washington stars as Whip Whitaker, a seasoned airline pilot, who miraculously crash lands his plane after a mid-air catastrophe, saving nearly every soul on board. After the crash, Whip is hailed as a hero, but as more is learned, more questions than answers arise as to who or what was really at fault and what really happened on that plane? -- (C) Official Site",78,"$89,400,000"
Friends With Kids,"['Comedy', 'Drama']",2012-03-08T16:00:00-08:00,R,Roadside Attractions,P107M,"
    Friends with Kids is a daring and poignant ensemble comedy about a close-knit circle of friends at that moment in life when children arrive and everything changes. The last two singles in the group observe the effect that kids have had on their friends' relationships and wonder if there's a better way. They decide to have a kid together - and date other people. There are big laughs and unexpected emotional truths as this unconventional 'experiment' leads everyone in the group to question the nature of friendship, family and, finally, true love. -- (C) Official Site",67,"$5,600,000"
Frankenweenie,"['Animation', 'Comedy', 'Horror', 'Science Fiction & Fantasy']",2012-10-04T17:00:00-07:00,PG,Walt Disney Pictures,P90M,"
    From creative genius Tim Burton comes Frankenweenie, a heartwarming tale about a boy and his dog. After unexpectedly losing his beloved dog Sparky, young Victor harnesses the power of science to bring his best friend back to life-with just a few minor adjustments. He tries to hide his home-sewn creation, but when Sparky gets out, Victor's fellow students, teachers and the entire town all learn that getting a new ""leash on life"" can be monstrous. A stop-motion animated film, Frankenweenie will be filmed in black and white and rendered in 3D, which will elevate the classic style to a whole new experience. -- (C) Disney",87,"$35,287,788"
Gayby,"['Comedy', 'Drama']",2012-10-11T17:00:00-07:00,NR,Independent Pictures,P89M,"
    Jenn (Jenn Harris) and Matt (Matthew Wilkas) are best friends from college who are now in their thirties. Single by choice, Jenn spends her days teaching hot yoga and running errands for her boss. Matt suffers from comic-book writer's block and can't get over his ex-boyfriend. They decide to fulfill a youthful promise to have a child together... the old-fashioned way. Can they navigate the serious and unexpected snags they hit as they attempt to get their careers and dating lives back on track in preparation for parenthood? Gayby is an irreverent comedy about friendship, growing older, sex, loneliness, and the family you choose. -- (C) Wolfe Releasing",90,"$8,387"
Gambit,"['Action & Adventure', 'Comedy', 'Drama', 'Mystery & Suspense']",2014-04-24T17:00:00-07:00,PG13,CBS Films,P89M,"
    Colin Firth and Cameron Diaz headline this remake of the 1966 crime caper directed by Michael Hoffman (The Last Station) and written by Joel and Ethan Coen. A British thief (Firth) discovers that no plan is infallible when he recruits a beautiful woman (Diaz) to help him steal a priceless statue from an impossibly wealthy widower (Alan Rickman). Despite the fact that his pretty accomplice bears an uncanny resemblance to his affluent target's late wife, things quickly spin out of control once the job gets under way. ~ Jason Buchanan, Rovi",17,"$689,042"
Ghost Rider: Spirit of Vengeance,"['Action & Adventure', 'Mystery & Suspense', 'Science Fiction & Fantasy']",2012-02-16T16:00:00-08:00,PG13,Sony Pictures,P95M,"
    Nicolas Cage reprises his role as Johnny Blaze in Ghost Rider Spirit of Vengeance. In this gritty new vision for the character, directed by Neveldine/Taylor (Crank), Johnny is still struggling with his curse as the devil's bounty hunter - but he may risk everything as he teams up with the leader of a group of rebel monks (Idris Elba) to save a young boy from the devil... and possibly rid himself of his curse forever. -- (C) Sony",17,"$51,774,002"
Fun Size,['Comedy'],2012-10-25T17:00:00-07:00,PG13,Paramount Pictures,P86M,"
    Fun Size is a teen comedy centered on a sarcastic high school senior, Wren (Victoria Justice), who is eager to distance herself from her dysfunctional family by going off to college. Before that can happen, Wren's mother, Joy, insists that she watch her little brother Albert on Halloween night, so Joy can go to a rager with her much younger boyfriend. When Wren gets distracted by an invitation to the party of the year, Albert disappears into a sea of trick-or-treaters. Frantic to locate him before their mother discovers he's missing, Wren enlists the help of her sassy best friend April, as well as Peng, an aspiring ladies man and co-captain of the debate team, and Peng's best friend, Roosevelt, a sweet nerd whose crush on Wren clouds his better judgment. This unlikely foursome embarks on a high-stakes, all-night adventure to find Albert, crossing paths with outrageous characters every step of the way. -- (C) Paramount",25,"$9,402,410"
Gayby,"['Comedy', 'Drama']",2012-10-11T17:00:00-07:00,NR,Independent Pictures,P89M,"
    Jenn (Jenn Harris) and Matt (Matthew Wilkas) are best friends from college who are now in their thirties. Single by choice, Jenn spends her days teaching hot yoga and running errands for her boss. Matt suffers from comic-book writer's block and can't get over his ex-boyfriend. They decide to fulfill a youthful promise to have a child together... the old-fashioned way. Can they navigate the serious and unexpected snags they hit as they attempt to get their careers and dating lives back on track in preparation for parenthood? Gayby is an irreverent comedy about friendship, growing older, sex, loneliness, and the family you choose. -- (C) Wolfe Releasing",90,"$8,387"
Girl In Progress,"['Comedy', 'Drama']",2012-05-10T17:00:00-07:00,PG13,Lionsgate/Pantelion Films,P93M,"
    Grace (Mendes) is a single mom. She is too busy juggling work, bills, and the very married Dr. Hartford (Matthew Modine), to give her daughter, Ansiedad (Ramirez) the attention she desperately needs. When Ansiedad's English teacher, Ms. Armstrong (Patricia Arquette), introduces her students to classic coming-of-age stories, Ansiedad is inspired to skip adolescence and jump-start her life without mom. While Grace becomes preoccupied with the increasing affections of her co-worker (Eugenio Derbez), Ansiedad enlists the help of her loyal friend, Tavita (Raini Rodriguez), to plot her shortcut to ""adulthood"". But as her misguided plan unravels, Ansiedad and Grace must learn that sometimes growing-up means acting your age. -- (C) Pantelion",32,"$2,600,000"
Girl In Progress,"['Comedy', 'Drama']",2012-05-10T17:00:00-07:00,PG13,Lionsgate/Pantelion Films,P93M,"
    Grace (Mendes) is a single mom. She is too busy juggling work, bills, and the very married Dr. Hartford (Matthew Modine), to give her daughter, Ansiedad (Ramirez) the attention she desperately needs. When Ansiedad's English teacher, Ms. Armstrong (Patricia Arquette), introduces her students to classic coming-of-age stories, Ansiedad is inspired to skip adolescence and jump-start her life without mom. While Grace becomes preoccupied with the increasing affections of her co-worker (Eugenio Derbez), Ansiedad enlists the help of her loyal friend, Tavita (Raini Rodriguez), to plot her shortcut to ""adulthood"". But as her misguided plan unravels, Ansiedad and Grace must learn that sometimes growing-up means acting your age. -- (C) Pantelion",32,"$2,600,000"
God Bless America,"['Comedy', 'Drama']",2012-05-10T17:00:00-07:00,R,Magnolia Pictures,P104M,"
    Frank (Joel Murray) has had enough of the downward spiral of American culture. Divorced, recently fired, and possibly terminally ill, Frank truly has nothing left to live for. But instead of taking his own life, he buys a gun and decides to take out his frustration on the cruelest, stupidest, most intolerant people he can imagine -- starting with some particularly odious reality television stars. Frank finds an unusual accomplice in a high-school student named Roxy (Tara Lynne Barr), who shares his sense of rage and disenfranchisement. Together they embark on a nationwide assault on our country's most irritating celebrities. -- (C) Magnet Releasing",67,"$77,301"
Gone,['Mystery & Suspense'],2012-02-23T16:00:00-08:00,PG13,Summit Entertainment,P94M,"
    In the new suspense thriller Gone, Jill Parrish (Amanda Seyfried) comes home from a night shift to discover her sister Molly has been abducted. Jill, who had escaped from a kidnapper a year before, is convinced that the same serial killer has come back for her sister. Afraid that Molly will be dead by sundown, Jill embarks on a heart-pounding chase to find the killer, expose his secrets and save her sister. -- (C) Summit",11,"$11,400,000"
The Grey,"['Action & Adventure', 'Drama']",2012-01-26T16:00:00-08:00,R,Open Road Films,P118M,"
    In The Grey, Liam Neeson leads an unruly group of oil-rig roughnecks when their plane crashes into the remote Alaskan wilderness. Battling mortal injuries and merciless weather, the survivors have only a few days to escape the icy elements - and a vicious pack of rogue wolves on the hunt - before their time runs out. -- (C) Open Road Films",80,"$51,533,608"
Tyler Perry's Good Deeds,"['Comedy', 'Drama', 'Romance']",2012-02-23T16:00:00-08:00,PG13,Lionsgate Films,P109M,"
    A successful, wealthy businessman, Wesley Deeds (Tyler Perry) has always done what's expected of him, whether it's assuming the helm of his father's company, tolerating his brother's misbehavior at the office or planning to marry his beautiful but restless fiancée, Natalie (Gabrielle Union). But Wesley is jolted out of his predictable routine when he meets Lindsey (Thandie Newton), a down-on-her-luck single mother who works on the cleaning crew in his office building. When he offers to help her get back on her feet, the chance encounter with someone so far outside his usual circle ignites something in Wesley. This one good deed may finally spark his courage to exchange the life that's expected of him for the life he's always really wanted. -- (C) Lionsgate",30,"$35,010,192"
Hello I Must Be Going,"['Comedy', 'Drama']",2012-09-06T17:00:00-07:00,R,Oscilloscope Pictures,P95M,"
    Selected as the opening night film for Sundance 2012, Hello I Must Be Going features acclaimed actress Melanie Lynskey in her breakout role as Amy, a recent divorcée who seeks refuge in the suburban Connecticut home of her parents (Blythe Danner and John Rubinstein). Demoralized and uncertain of her future, Amy begins an affair with a 19-year-old actor (Christopher Abbott) that jumpstarts her passion for life and helps her discover an independence and sense of purpose that she has missed for years. Coupling Danner's subtle, moving performance as a frustrated empty nester with Lynskey's endearing and nuanced depiction of both the comic and tragic coming together at a crossroads, Hello I Must Be Going is a modern, unconventional love story infused with sex, humor, and emotional honesty - everything Amy will need to get on in life. -- (C) Oscilloscope",75,"$83,814"
The Guilt Trip,['Comedy'],2012-12-18T16:00:00-08:00,PG13,Paramount Pictures,P96M,"
    An inventor and his mom hit the road together so he can sell his latest invention.",38,"$37,101,011"
Hello I Must Be Going,"['Comedy', 'Drama']",2012-09-06T17:00:00-07:00,R,Oscilloscope Pictures,P95M,"
    Selected as the opening night film for Sundance 2012, Hello I Must Be Going features acclaimed actress Melanie Lynskey in her breakout role as Amy, a recent divorcée who seeks refuge in the suburban Connecticut home of her parents (Blythe Danner and John Rubinstein). Demoralized and uncertain of her future, Amy begins an affair with a 19-year-old actor (Christopher Abbott) that jumpstarts her passion for life and helps her discover an independence and sense of purpose that she has missed for years. Coupling Danner's subtle, moving performance as a frustrated empty nester with Lynskey's endearing and nuanced depiction of both the comic and tragic coming together at a crossroads, Hello I Must Be Going is a modern, unconventional love story infused with sex, humor, and emotional honesty - everything Amy will need to get on in life. -- (C) Oscilloscope",75,"$83,814"
Here Comes the Boom,"['Action & Adventure', 'Comedy']",2012-10-11T17:00:00-07:00,PG,Sony/Columbia Pictures,P105M,"
    In the comedy Here Comes the Boom, former collegiate wrestler Scott Voss (Kevin James) is a 42-year-old apathetic biology teacher in a failing high school. When cutbacks threaten to cancel the music program and lay off its teacher (Henry Winkler,) Scott begins to raise money by moonlighting as a mixed martial arts fighter. Everyone thinks Scott is crazy - most of all the school nurse, Bella (Salma Hayek) - but in his quest, Scott gains something he never expected as he becomes a sensation that rallies the entire school. -- (C) Official Site",39,"$45,274,251"
Hope Springs,"['Comedy', 'Drama']",2012-08-07T17:00:00-07:00,PG13,Sony Pictures,P99M,"
    Kay (Meryl Streep) and Arnold (Tommy Lee Jones) are a devoted couple, but decades of marriage have left Kay wanting to spice things up and reconnect with her husband. When she hears of a renowned couple's specialist (Steve Carell) in the small town of Great Hope Springs, she attempts to persuade her skeptical husband, a steadfast man of routine, to get on a plane for a week of marriage therapy. Just convincing the stubborn Arnold to go on the retreat is hard enough - the real challenge for both of them comes as they shed their bedroom hang-ups and try to re-ignite the spark that caused them to fall for each other in the first place. -- (C) Sony",75,"$63,300,000"
Hotel Transylvania,"['Animation', 'Comedy', 'Kids & Family']",2012-09-27T17:00:00-07:00,PG,Sony Pictures,P91M,"
    Welcome to the Hotel Transylvania, Dracula's (Adam Sandler) lavish five-stake resort, where monsters and their families can live it up, free to be the monsters they are without humans to bother them. On one special weekend, Dracula has invited some of the world's most famous monsters--Frankenstein and his bride, the Mummy, the Invisible Man, a family of werewolves, and more--to celebrate his daughter Mavis's 118th birthday. For Drac, catering to all of these legendary monsters is no problem--but his world could come crashing down when one ordinary guy stumbles on the hotel and takes a shine to Mavis. -- (C) Sony",44,"$148,280,635"
Hit & Run,"['Action & Adventure', 'Comedy', 'Romance']",2012-08-21T17:00:00-07:00,R,Open Road Films,P100M,"
    Hit and Run is a comedy about a young couple (Kristen Bell and Dax Shepard) that risks it all when they leave their small town life and embark on a road trip that may lead them towards the opportunity of a lifetime. Their fast-paced road trip grows awkwardly complicated and hilarious when they are chased by a friend from the past (Bradley Cooper), a federal marshal (Tom Arnold) and a band of misfits. -- (C) Open Road",49,"$13,600,000"
The Hunger Games,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']",2012-03-22T17:00:00-07:00,PG13,Lionsgate,P142M,"
    Every year in the ruins of what was once North America, the evil Capitol of the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games. A twisted punishment for a past uprising and an ongoing government intimidation tactic, The Hunger Games are a nationally televised event in which ""Tributes"" must fight with one another until one survivor remains. Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy. If she's ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. -- (C) Lionsgate",84,"$407,981,652"
The Hunger Games,"['Drama', 'Mystery & Suspense', 'Science Fiction & Fantasy']",2012-03-22T17:00:00-07:00,PG13,Lionsgate,P142M,"
    Every year in the ruins of what was once North America, the evil Capitol of the nation of Panem forces each of its twelve districts to send a teenage boy and girl to compete in the Hunger Games. A twisted punishment for a past uprising and an ongoing government intimidation tactic, The Hunger Games are a nationally televised event in which ""Tributes"" must fight with one another until one survivor remains. Pitted against highly-trained Tributes who have prepared for these Games their entire lives, Katniss is forced to rely upon her sharp instincts as well as the mentorship of drunken former victor Haymitch Abernathy. If she's ever to return home to District 12, Katniss must make impossible choices in the arena that weigh survival against humanity and life against love. -- (C) Lionsgate",84,"$407,981,652"
High School,['Comedy'],2012-05-31T17:00:00-07:00,R,Anchor Bay Entertainment,P93M,"
    The day after soon-to-be valedictorian Henry Burke (Matt Bush) takes a hit of the chronic for the first time, his school principal (Michael Chiklis) institutes a zero tolerance drug policy and administers a mandatory drug test for all students. Henry has two options: fail and lose his college scholarship, or team up with his stoner friend Breaux (Sean Marquette) to beat the system. They steal a high powered ganja from law student-turned-drug-dealer Psycho Ed (Adrien Brody) and spike the school's bake sale brownies, getting the whole school-faculty included-completely stoned out of their minds. But with the student body getting higher and higher with every brownie, and a pissed-off Psycho Ed on their tails for stealing his stash, they must find a way to keep their half-baked plan from going up in smoke. -- (C) Official Site",26,"$100,000"
House at the End of the Street,"['Horror', 'Mystery & Suspense']",2012-09-20T17:00:00-07:00,PG13,Relativity Media,P101M,"
    Seeking a fresh start, newly divorced Sarah (Elisabeth Shue) and her daughter Elissa (Jennifer Lawrence) find the house of their dreams in a small, upscale, rural town. But when startling and unexplainable events begin to happen, Sarah and Elissa learn the town is in the shadows of a chilling secret. Years earlier, in the house next door, a daughter killed her parents in their beds, and disappeared - leaving only a brother, Ryan (Max Thieriot), as the sole survivor. Against Sarah's wishes, Elissa begins a relationship with the reclusive Ryan - and the closer they get, the deeper they're all pulled into a mystery more dangerous than they ever imagined. -- (C) Relativity",11,"$31,600,000"
Ice Age: Continental Drift,"['Action & Adventure', 'Animation', 'Comedy', 'Kids & Family']",2012-07-12T17:00:00-07:00,PG,20th Century Fox,P87M,"
    Scrat's nutty pursuit of the cursed acorn, which he's been after since the dawn of time, has world-changing consequences - a continental cataclysm that triggers the greatest adventure of all for Manny, Diego and Sid. In the wake of these upheavals, Sid reunites with his cantankerous Granny, and the herd encounters a ragtag menagerie of seafaring pirates determined to stop them from returning home. -- (C) Official Site",38,"$161,317,423"
Jack Reacher,"['Drama', 'Mystery & Suspense']",2012-12-20T16:00:00-08:00,PG13,Paramount Pictures,P130M,"
    Six shots. Five dead. One heartland city thrown into a state of terror. But within hours the cops have it solved: a slam-dunk case. Except for one thing. The accused man says: You got the wrong guy. Then he says: Get Reacher for me. And sure enough, ex-military investigator Jack Reacher is coming. He knows this shooter-a trained military sniper who never should have missed a shot. Reacher is certain something is not right-and soon the slam-dunk case explodes. Now Reacher is teamed with a beautiful young defense lawyer, moving closer to the unseen enemy who is pulling the strings. Reacher knows that no two opponents are created equal. This one has come to the heartland from his own kind of hell. And Reacher knows that the only way to take him down is to match his ruthlessness and cunning-and then beat him shot for shot. -- (C) Official Site",62,"$80,033,643"
Jeff Who Lives at Home,['Comedy'],2012-03-15T17:00:00-07:00,R,Paramount Vantage,P83M,"
    On his way to the store to buy wood glue, Jeff looks for signs from the universe to determine his path. However, a series of comedic and unexpected events leads him to cross paths with his family in the strangest of locations and circumstances. Jeff just may find the meaning of his life...and if he's lucky, pick up the wood glue as well. -- (C) Paramount Vantage",78,"$4,244,155"
